title,ingredients,instructions
Biryani Variation 40,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 34,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 2,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 83,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 58,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 57,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 56,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 40,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 28,"paneer, yogurt, spices, vegetables, extra spice 7",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 4,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 75,"rice, chicken, yogurt, spices, saffron, extra spice 7",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 9: Enjoy your meal.
Palak Paneer Variation 86,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 43,"chicken, butter, tomatoes, cream, spices, extra spice 5",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 68,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 79,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 86,"rice, chicken, yogurt, spices, saffron, extra spice 1",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 99,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 61,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 10,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 32,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 60,"rice, chicken, yogurt, spices, saffron, extra spice 9",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 80,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 52,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 84,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 31,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 32,"rice, chicken, yogurt, spices, saffron, extra spice 1",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 47,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 75,"chicken, butter, tomatoes, cream, spices, extra spice 1",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 45,"paneer, yogurt, spices, vegetables, extra spice 4",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 33,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 66,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 4,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 59,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 68,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 65,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 83,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 32,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 76,"chicken, butter, tomatoes, cream, spices, extra spice 5",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 53,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 82,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 98,"rice, chicken, yogurt, spices, saffron, extra spice 9",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 46,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 79,"chicken, butter, tomatoes, cream, spices, extra spice 8",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 34,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 81,"chickpeas, onions, tomatoes, spices, extra spice 8","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 73,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 95,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 55,"chicken, butter, tomatoes, cream, spices, extra spice 1",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 96,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 67,"chickpeas, onions, tomatoes, spices, extra spice 4","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 60,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 64,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 64,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 58,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 83,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 9,"rice, chicken, yogurt, spices, saffron, extra spice 2",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 25,"spinach, paneer, onions, tomatoes, spices, extra spice 5",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 11,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 74,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 93,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 71,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 81,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 20,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 77,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 18,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 62,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 18,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 61,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 95,"paneer, yogurt, spices, vegetables, extra spice 2",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 66,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 81,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 77,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 98,"chicken, butter, tomatoes, cream, spices, extra spice 5",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 48,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 65,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 8,"rice, chicken, yogurt, spices, saffron, extra spice 7",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 9: Enjoy your meal.
Palak Paneer Variation 19,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 77,"chicken, butter, tomatoes, cream, spices, extra spice 5",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
